Game Name,Version,Repository,Short Description,Description,Tags,Homepage,Category,Interface,Tracker Info,Screenshots,Score,Notes
kubrick,4:18.04.1-1,main,game based on Rubik's Cube,"game based on Rubik's Cube,,
Kubrick is a game based on Rubik's Cube and using OpenGL 3-D graphics libraries.,,
,,
Kubrick handles cubes, ""bricks"" and ""mats"" from 2x2x1 up to 6x6x6. It has several built-in puzzles of graded difficulty, as well as demos of solving moves and pretty patterns. The game has unlimited undo, redo, save and reload capabilities.,,
,,
This package is part of the KDE games module.","hardware::opengl, implemented-in::c++, role::program, suite::kde, uitoolkit::qt, use::gameplaying, x11::application",http://games.kde.org/,puzzle,graphical,https://tracker.debian.org/pkg/kubrick,https://screenshots.debian.net/package/kubrick,3.0,rubik game
laby,0.6.4-2+b1,main,Learn how to program with ants and spider webs,"Learn how to program with ants and spider webs,,
Laby is a small program to learn how to program with ants and spider webs. You have to move an ant out of a labyrinth, avoid spider webs, move rocks, etc.,,
,,
Using Laby, you can learn OCaml, C, C++, Java, Prolog, Ruby, Pascal, JavaScript, Python, Lua, Vala, Scheme, Go and PHP. Other bindings can easily be added to support new programming languages.","devel::lang:c, devel::lang:java, devel::lang:ocaml, devel::library, field::computer-science, field::mathematics, implemented-in::c, implemented-in::ocaml, role::devel-lib, role::program, uitoolkit::gtk, use::gameplaying, use::learning, x11::application",https://sgimenez.github.io/laby/,,graphical,https://tracker.debian.org/pkg/laby,https://screenshots.debian.net/package/laby,,nan
lambdahack,0.8.3.0-4+b1,main,tactical squad ASCII roguelike dungeon crawler game engine,"tactical squad ASCII roguelike dungeon crawler game engine,,
LambdaHack is a Haskell game engine library for ASCII roguelike games of arbitrary theme, size and complexity, with optional tactical squad combat. It's packaged together with a sample dungeon crawler in fantasy setting that can be tried out as a native binary or in the browser at http://lambdahack.github.io.,,
,,
Please see the changelog file for recent improvements and the issue tracker for short-term plans. Long term goals include multiplayer tactical squad combat, in-game content creation, auto-balancing and persistent content modification based on player behaviour. Contributions are welcome.",uitoolkit::sdl,https://github.com/LambdaHack/LambdaHack,,,https://tracker.debian.org/pkg/lambdahack,https://screenshots.debian.net/package/lambdahack,1.0,another rouge like
late,0.1.0-13,main,simple game of capturing balls,"simple game of capturing balls,,
This is a simple and fun game, which involves using your mouse based guillotine to trap bouncing balls.,,
,,
Trapping balls is achieved by firing your guillotine to split the playing area into little boxes, once enough of the screen has been covered you progress to the next level.","role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://late.sourceforge.net/,arcade,graphical,https://tracker.debian.org/pkg/late,https://screenshots.debian.net/package/late,,nan
lbreakout2,2.6.5-2,main,ball-and-paddle game with nice graphics,"ball-and-paddle game - transitional package,,
LBreakoutHD is a remaster of LBreakout2, a game similar to Breakout and xboing. The player controls a paddle at the bottom of the screen, and uses it to bounce one or more balls which destroy bricks; the paddle can also be used to collect various extras with positive or negative effects.,,
,,
This package is a transitional package to upgrade LBreakout2 users to LBreakoutHD.","junior::arcade, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://lgames.sourceforge.io/LBreakoutHD/,arcade,graphical,https://tracker.debian.org/pkg/lbreakout2,https://screenshots.debian.net/package/lbreakout2,,nan
leela-zero,0.16-1,main,"Go engine with no human-provided knowledge, modeled after the AlphaGo Zero paper","Go engine with no human-provided knowledge, modeled after the AlphaGo Zero paper,,
A Go program with no human provided knowledge. Using MCTS (but without Monte Carlo playouts) and a deep residual convolutional neural network stack.,,
,,
This is a fairly faithful reimplementation of the system described in the Alpha Go Zero paper ""Mastering the Game of Go without Human Knowledge"". For all intents and purposes, it is an open source AlphaGo Zero.,,
,,
https://deepmind.com/documents/119/agz_unformatted_nature.pdf,,
,,
No network weights are in this repository. If you manage to obtain the AlphaGo Zero weights, this program will be about as strong, provided you also obtain a few Tensor Processing Units. Lacking those TPUs, the author recommends a top of the line GPU - it's not exactly the same, but the result would still be an engine that is far stronger than the top humans.,,
,,
Recomputing the AlphaGo Zero weights will take about 1700 years on commodity hardware. Upstream is running a public, distributed effort to repeat this work. Working together, and especially when starting on a smaller scale, it will take less than 1700 years to get a good network (which you can feed into this program, suddenly making it strong). To help with this effort, run the leelaz-autogtp binary provided in this package. The best-known network weights file is at http://zero.sjeng.org/best-network",uitoolkit::qt,https://github.com/gcp/leela-zero,,,https://tracker.debian.org/pkg/leela-zero,https://screenshots.debian.net/package/leela-zero,,nan
lgc-pg,1.4.3-1,main,LGeneral converter for Panzer General game data,"LGeneral converter for Panzer General game data,,
LGeneral is a turn-based strategy game heavily inspired by Panzer General.,,
,,
This package provides lgc-pg a tool to convert the original game data of Panzer General to LGeneral's native file format.","implemented-in::c, role::program, uitoolkit::sdl, use::converting, use::gameplaying, x11::application",https://lgames.sourceforge.net,strategy,graphical,https://tracker.debian.org/pkg/lgc-pg,https://screenshots.debian.net/package/lgc-pg,,nan
lgeneral,1.4.3-1,main,strategy game in the tradition of Panzer General,"strategy game in the tradition of Panzer General,,
LGeneral is a turn-based strategy game heavily inspired by Panzer General. You play single scenarios or whole campaigns turn by turn against a human player or the AI.,,
,,
Entrenchment, rugged defense, defensive fire, surprise contacts, surrender, unit supply, weather influence, reinforcements and other implementations contribute to the tactical and strategic depth of the game.,,
,,
This is the game engine only. LGeneral requires lgeneral-data or lgc-pg, which converts the game data of the original Panzer General game, to function properly.","implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://lgames.sourceforge.net,strategy,graphical,https://tracker.debian.org/pkg/lgeneral,https://screenshots.debian.net/package/lgeneral,,nan
libdds0,2.9.0-7,main,bridge double dummy solver - shared library,"bridge double dummy solver - shared library,,
dds is a double dummy solver for Bridge. It computes the optimal line of play for a deal, with all hands open (both sides dummy).,,
,,
This package contains the shared library.",,https://privat.bahnhof.se/wb758135/bridge/index.html,,,https://tracker.debian.org/pkg/libdds0,https://screenshots.debian.net/package/libdds0,,nan
libgemrb,0.8.5-1,contrib,Shared libraries and plugins for GemRB,"Shared libraries and plugins for GemRB,,
GemRB (Game Engine Made with preRendered Background) is a new implementation of the original Infinity Engine (the one of Baldur's Gate, Icewind Dale, Planescape: Torment, ...) to Linux/Unix, MacOS X and Windows with some enhancements.,,
,,
This package contains GemRB core shared libraries and plugins.",uitoolkit::sdl,http://www.gemrb.org/,,,https://tracker.debian.org/pkg/libgemrb,https://screenshots.debian.net/package/libgemrb,,nan
liblizzie-java,0.6+dfsg1-4,main,GUI for analyzing Go games in real time using Leela Zero,"GUI for analyzing Go games in real time using Leela Zero,,
Features include:,,
,,
* Show win rates and confidence levels for selected moves on the board,,
* Show best move sequence continuation, for these selected moves,,
* Displays a graph of winrate against move number,,
* Show whole game history including forked moves,,
* Interactive play including undo/redo,,
* Load and save games in SGF format",,https://github.com/featurecat/lizzie,,,https://tracker.debian.org/pkg/liblizzie-java,https://screenshots.debian.net/package/liblizzie-java,0.0,addon
libretro-beetle-pce-fast,0.9.38.7+git20160609-1,main,Libretro wrapper for the Beetle PCE FAST core,"Libretro wrapper for the Beetle PCE FAST core,,
This wrapper makes Beetle PCE FAST core API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
This core emulates the TurboGrafx-16 Entertainment SuperSystem, originally known in Japan as the PC Engine. It also emulates the TurboGrafx-CD (CD-ROM²).,,
,,
Beetle PCE FAST is based in the Mednafen ""pce_fast"" module, so it has some tricks to speed up the hardware emulation, but with some loss in accuracy.",,https://github.com/libretro/beetle-pce-fast-libretro,,,https://tracker.debian.org/pkg/libretro-beetle-pce-fast,https://screenshots.debian.net/package/libretro-beetle-pce-fast,,nan
libretro-beetle-psx,0.9.38.6+git20151019-2,main,Libretro wrapper for the Beetle PSX core,"Libretro wrapper for the Beetle PSX core,,
This wrapper makes Beetle PSX core API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
Beetle is a fork of Mednafen for libretro. This core emulates the PlayStation console.,,
,,
PlayStation is a registered trademark of Sony Computer Entertainment Inc. Mednafen/Beetle PSX is not affiliated with or endorsed by any of the companies mentioned. The emulator is for educational and development purposes only and it may not be used to play games you do not legally own.",,https://github.com/libretro/beetle-psx-libretro,,,https://tracker.debian.org/pkg/libretro-beetle-psx,https://screenshots.debian.net/package/libretro-beetle-psx,,nan
libretro-beetle-vb,0.9.36.1+git20160623-1,main,Libretro wrapper for the Beetle VB core,"Libretro wrapper for the Beetle VB core,,
This wrapper makes Beetle VB core API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
Beetle is a fork of Mednafen for libretro. This core emulates the Nintendo Virtual Boy hardware.",,https://github.com/libretro/beetle-vb-libretro,,,https://tracker.debian.org/pkg/libretro-beetle-vb,https://screenshots.debian.net/package/libretro-beetle-vb,,nan
libretro-beetle-wswan,0.9.35.1+git20160623-1,main,Libretro wrapper for the Beetle WSWAN core,"Libretro wrapper for the Beetle WSWAN core,,
This wrapper makes Beetle WSWAN core API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
Beetle is a fork of Mednafen for libretro. This core emulates the Bandai handheld WonderSwan hardware.,,
,,
The Mednafen WSWAN core is itself a fork of Cygne.,,
,,
WonderSwan is (C) by Bandai, Cygne is (C) by Dox. All rights reserved.",,https://github.com/libretro/beetle-wswan-libretro,,,https://tracker.debian.org/pkg/libretro-beetle-wswan,https://screenshots.debian.net/package/libretro-beetle-wswan,,nan
libretro-bsnes-mercury-accuracy,094+git20160126-2,main,Libretro wrapper for bsnes-mercury accuracy core,"Libretro wrapper for bsnes-mercury accuracy core,,
This wrapper makes bsnes-mercury accuracy core API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
This core is enabled to emulate only SNES hardware and its subsystems (from the command line only), like Super Game Boy, Satellaview and Sufami Turbo.,,
,,
bsnes-mercury is a fork of higan, aiming to restore some useful features that have been removed, as well as improving performance a bit. Maximum accuracy is still uncompromisable; anything that affects accuracy is optional and off by default. The name is because metals are shiny, like the accuracy promises of bsnes, and mercury is the fastest metal.,,
,,
This package comes with the bsnes-mercury accuracy core, which runs 100% of SNES games, with perfect emulation of the console. It requires high CPU usage.",,https://github.com/libretro/bsnes-mercury,,,https://tracker.debian.org/pkg/libretro-bsnes-mercury-accuracy,https://screenshots.debian.net/package/libretro-bsnes-mercury-accuracy,,nan
libretro-bsnes-mercury-balanced,094+git20160126-2,main,Libretro wrapper for bsnes-mercury balanced core,"Libretro wrapper for bsnes-mercury balanced core,,
This wrapper makes bsnes-mercury balanced core API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
This core is enabled to emulate only SNES hardware and its subsystems (from the command line only), like Super Game Boy, Satellaview and Sufami Turbo.,,
,,
bsnes-mercury is a fork of higan, aiming to restore some useful features that have been removed, as well as improving performance a bit. Maximum accuracy is still uncompromisable; anything that affects accuracy is optional and off by default. The name is because metals are shiny, like the accuracy promises of bsnes, and mercury is the fastest metal.,,
,,
This package comes with the bsnes-mercury balanced core, which tries to keep a good balance between accuracy and performance. It runs almost all SNES games.",,https://github.com/libretro/bsnes-mercury,,,https://tracker.debian.org/pkg/libretro-bsnes-mercury-balanced,https://screenshots.debian.net/package/libretro-bsnes-mercury-balanced,,nan
libretro-bsnes-mercury-performance,094+git20160126-2,main,Libretro wrapper for bsnes-mercury performance core,"Libretro wrapper for bsnes-mercury performance core,,
This wrapper makes bsnes-mercury performance core API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
This core is enabled to emulate only SNES hardware and its subsystems (from the command line only), like Super Game Boy, Satellaview and Sufami Turbo.,,
,,
bsnes-mercury is a fork of higan, aiming to restore some useful features that have been removed, as well as improving performance a bit. Maximum accuracy is still uncompromisable; anything that affects accuracy is optional and off by default. The name is because metals are shiny, like the accuracy promises of bsnes, and mercury is the fastest metal.,,
,,
This package comes with the bsnes-mercury performance core, which provides faster emulation at the cost of reduced accuracy, including problems with some games.",,https://github.com/libretro/bsnes-mercury,,,https://tracker.debian.org/pkg/libretro-bsnes-mercury-performance,https://screenshots.debian.net/package/libretro-bsnes-mercury-performance,,nan
libretro-desmume,0.9.11+git20160819+dfsg1-1,main,Libretro wrapper for DeSmuME,"Libretro wrapper for DeSmuME,,
This wrapper makes DeSmuME core API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
DeSmuME attempts to emulate, as faithfully as possible, the Nintendo DS and Nintendo DS Lite handheld game consoles. Nintendo DSi is not supported.,,
,,
Nintendo DS, Nintendo DS Lite and Nintendo DSi are registered trademarks of Nintendo of America Inc. DeSmuME is not affiliated with or endorsed by any of the companies mentioned.",,http://desmume.org,,,https://tracker.debian.org/pkg/libretro-desmume,https://screenshots.debian.net/package/libretro-desmume,,nan
libretro-gambatte,0.5.0+git20160522+dfsg1-1,main,Libretro wrapper for Gambatte,"Libretro wrapper for Gambatte,,
This wrappers makes Gambatte API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
Gambatte is a portable, open-source Game Boy and Game Boy Color emulator.,,
,,
Game Boy and Game Boy Color are registered trademarks of Nintendo of America Inc. Gambatte is not affiliated with or endorsed by any of the companies mentioned.",,http://gambatte.sourceforge.net,,,https://tracker.debian.org/pkg/libretro-gambatte,https://screenshots.debian.net/package/libretro-gambatte,0.0,addon
libretro-genesisplusgx,1.7.4+git20160410-1,non-free,Libretro wrapper for Genesis Plus GX,"Libretro wrapper for Genesis Plus GX,,
This wrapper makes Genesis Plus GX API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
Genesis Plus GX is a Sega 8/16 bit emulator focused on accuracy and portability. Initially ported and developed on Gamecube / Wii consoles only through libogc / devkitPPC, it is now available on many other platforms through various frontends.,,
,,
The source code, originally based on Genesis Plus 1.3 by Charles MacDonald, has been heavily modified & enhanced, with respect to initial goals and design, in order to improve the accuracy of emulation, implementing new features and adding support for extra peripherals, cartridge & systems hardware.,,
,,
The result is that Genesis Plus GX is now more a continuation of the original project than a simple port, providing very accurate emulation and 100% compatibility with Genesis / Mega Drive, Sega/Mega CD, Master System, Game Gear & SG-1000 released software (including all unlicensed or pirate known dumps), also emulating backwards compatibility modes when available.",,https://github.com/ekeeke/Genesis-Plus-GX,,,https://tracker.debian.org/pkg/libretro-genesisplusgx,https://screenshots.debian.net/package/libretro-genesisplusgx,0.0,idk what this is
libretro-mgba,0.7.0-1,main,Libretro wrapper for mGBA,"Libretro wrapper for mGBA,,
This wrapper makes mGBA API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
mGBA is a new emulator for running Game Boy Advance games. It aims to be faster and more accurate than many existing Game Boy Advance emulators, as well as adding features that other emulators lack.,,
,,
Game Boy Advance is a registered trademark of Nintendo of America Inc. mGBA is not affiliated with or endorsed by any of the companies mentioned.",,https://mgba.io/,,,https://tracker.debian.org/pkg/libretro-mgba,https://screenshots.debian.net/package/libretro-mgba,,nan
libretro-mupen64plus,2.0+git20160207+dfsg2-1,main,Libretro wrapper for Mupen64Plus,,,,,,https://tracker.debian.org/pkg/libretro-mupen64plus,https://screenshots.debian.net/package/libretro-mupen64plus,,nan
libretro-nestopia,1.49-2,main,libretro wrapper for Nestopia,"libretro wrapper for Nestopia,,
Nestopia is a Nintendo Entertainment System (NES) / Famicom emulator, with a high compatibility rate.,,
,,
This package provides a wrapper allowing the Nestopia engine to be used with libretro frontends such as RetroArch and Highscore (formerly GNOME Games).",,https://github.com/libretro/nestopia,,,https://tracker.debian.org/pkg/libretro-nestopia,https://screenshots.debian.net/package/libretro-nestopia,,nan
libretro-snes9x,1.53+git20160522-1,non-free,Libretro wrapper for Snes9x,"Libretro wrapper for Snes9x,,
This wrapper makes Snes9x API compatible with libretro, thus allowing its use with libretro frontends, such as RetroArch.,,
,,
Snes9x is a portable, freeware Super Nintendo Entertainment System (SNES) emulator written in C++. It basically allows you to play most games designed for the SNES and Super Famicom Nintendo game systems on your PC or Workstation.,,
,,
Super Nintendo Entertainment System, SNES and Super Famicom are trademarks of Nintendo of America Inc. Snes9x is not affiliated with or endorsed by any of the companies mentioned.",,http://www.snes9x.com,,,https://tracker.debian.org/pkg/libretro-snes9x,https://screenshots.debian.net/package/libretro-snes9x,,nan
lierolibre,0.5-3+b1,main,old-school earthworm action game,"old-school earthworm action game,,
lierolibre is an old-school earthworm action game. It is a direct fork of Liero (OpenLiero).,,
,,
Features:,,
* 2 worms, 40 weapons, great playability, two game modes: Kill'em All and Game of Tag, plus AI-players without true intelligence!,,
* Dat nostalgia,,
* Extensions via a hidden F1 menu + Replays + Game controller support + Powerlevel palettes,,
* Ability to write game variables to plain text files,,
* Ability to load game variables from both EXE and plain text files,,
* New freely licensed audio,,
* Scripts to extract and repack graphics, sounds and levels",uitoolkit::sdl,https://launchpad.net/lierolibre,,,https://tracker.debian.org/pkg/lierolibre,https://screenshots.debian.net/package/lierolibre,,nan
lightsoff,1:3.30.0-2,main,Light puzzle game,"Light puzzle game,,
Puzzle where all lights have to be switched off.",uitoolkit::gtk,https://wiki.gnome.org/Apps/Lightsoff,,,https://tracker.debian.org/pkg/lightsoff,https://screenshots.debian.net/package/lightsoff,,nan
lightyears,1.4-2,main,single player real-time strategy game with steampunk sci-fi,"single player real-time strategy game with steampunk sci-fi,,
You have to build and maintain a steam distribution network on an alien planet, while under attack from aliens and other hazards. The game has three difficulty levels, an interactive tutorial, and a scoring system.,,
,,
""20.000 Light Years Into Space"" is written in Python using pygame. It was rewarded with the second place in the Pyweek March 2006 Individual Entries category.","implemented-in::python, role::program, use::gameplaying, x11::application",https://www.jwhitham.org/20kly/,strategy,graphical,https://tracker.debian.org/pkg/lightyears,https://screenshots.debian.net/package/lightyears,,nan
lincity,1.13.1-13+b1,main,build & maintain a city/country,"build & maintain a city/country,,
You are required to build and maintain a city. You must feed, house, provide jobs and goods for your residents. You can build a sustainable economy with the help of renewable energy and recycling, or you can go for broke and build rockets to escape from a pollution ridden and resource starved planet, it's up to you. Due to the finite resources available in any one place, this is not a game that you can leave for long periods of time. This game is similar to the commercial simulation game with a similar name.",role::program,http://lincity.sourceforge.net/,,graphical,https://tracker.debian.org/pkg/lincity,https://screenshots.debian.net/package/lincity,,nan
lincity-ng,2.9~git20150314-3,main,City simulator game with polished graphics,"City simulator game with polished graphics,,
LinCity-NG is a City Simulation Game. It is a polished and improved version of the old LinCity game: You are required to build and maintain a city. You must feed, house, provide jobs and goods for your residents. You can build a sustainable economy with the help of renewable energy and recycling, or you can go for broke and build rockets to escape from a pollution ridden and resource starved planet, it's up to you. Due to the finite resources available in any one place, this is not a game that you can leave for long periods of time. This game is similar to the commercial simulation game with a similar name.","implemented-in::c++, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://github.com/lincity-ng/lincity-ng/,simulation,graphical,https://tracker.debian.org/pkg/lincity-ng,https://screenshots.debian.net/package/lincity-ng,0.0,addon
liquidwar,5.6.4-6,main,truly original multiplayer wargame,"truly original multiplayer wargame,,
Liquid War is an original multiplayer wargame. There are no weapons, the only thing you have to do is to move a cursor in a 2-D battlefield. This cursor is followed by your army, which is composed by a  great many little fighters, represented by small colored squares. When fighters from different teams meet, they eat each other, it is as simple as that.,,
,,
A single player mode is available, but the game is definitely designed to be multiplayer, and has network support.","role::program, uitoolkit::xlib, use::gameplaying, x11::application",https://ufoot.org/liquidwar/v5,strategy,graphical,https://tracker.debian.org/pkg/liquidwar,https://screenshots.debian.net/package/liquidwar,,nan
littlewizard,1.2.2-4+b1,main,development environment for children,"development environment for children,,
Little Wizard is created especially for primary school children. It allows one to learn using main elements of present computer languages, including: variables, expressions, loops, conditions, logical blocks. Every element of language is represented by an intuitive icon. Little Wizard can be used without using keyboard, only mouse.","devel::interpreter, field::TODO, field::mathematics, implemented-in::c++, role::program, uitoolkit::gtk, use::learning, x11::application",http://littlewizard.sourceforge.net/,,graphical,https://tracker.debian.org/pkg/littlewizard,https://screenshots.debian.net/package/littlewizard,,nan
lix,0.9.24-1,main,Puzzle game inspired by Lemmings,,,,,,https://tracker.debian.org/pkg/lix,https://screenshots.debian.net/package/lix,,nan
lmarbles,1.0.8-0.2,main,game where you build figures out of colored marbles,"game where you build figures out of colored marbles,,
The goal of this game is to create a more or less complex figure out of single marbles within a time limit to reach the next level. Sounds easy? Well, there is a problem: If a marble starts to move, it will not stop until it hits a wall or another marble.","implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://lgames.sourceforge.net/LMarbles/,puzzle,graphical,https://tracker.debian.org/pkg/lmarbles,https://screenshots.debian.net/package/lmarbles,4.0,interesting puzzle
lmemory,0.6c-9,main,"Children's game based on the memory"" card game""","Children's game based on the ""memory"" card game,,
The Linux Memory Game is an X11 game for children ages 3 and up, based on the card game ""Memory"". It is written using GTK+ library. Although it is a children's game, it has five skill levels, the higher ones are challenging to adults as well. It features the ability to add your own 64x64 pixmap images.","implemented-in::c, role::program, uitoolkit::gtk, use::gameplaying, works-with::image, works-with::image:raster, x11::application",,card,graphical,https://tracker.debian.org/pkg/lmemory,https://screenshots.debian.net/package/lmemory,,nan
lolcat,42.0.99-1,main,colorful `cat`,"colorful `cat`,,
lolcat concatenates files like the UNIX `cat` program, but colors it for the lulz in a rainbow animation. Terminals with 256 colors and animations are supported.",,https://github.com/busyloop/lolcat,,,https://tracker.debian.org/pkg/lolcat,https://screenshots.debian.net/package/lolcat,,nan
londonlaw,0.2.1-20,main,Scotland Yard board game with network support,,,,,,https://tracker.debian.org/pkg/londonlaw,https://screenshots.debian.net/package/londonlaw,,nan
lordsawar,0.3.1-4,main,Clone of the popular SSG game Warlords II,"Clone of the popular SSG game Warlords II,,
A 2d turn-based strategy game where up to 8 players strive for control of as many cities as possible. Produce new armies in cities to conquer nearby cities. Using the income from those cities, make more armies to take more cities. Send a hero to a temple to get a quest, or maybe search a nearby ruin instead. Game should run well on modest hardware.,,
,,
Play with others or against the computer.","implemented-in::c++, role::program, uitoolkit::gtk, uitoolkit::sdl, use::gameplaying, x11::application",https://www.nongnu.org/lordsawar/,strategy,graphical,https://tracker.debian.org/pkg/lordsawar,https://screenshots.debian.net/package/lordsawar,,nan
love,11.1-2,main,2D game development framework based on Lua and OpenGL,"2D game development framework based on Lua and OpenGL,,
LÖVE was created to be a user-friendly engine in which simple (or complicated) games could be made without having extensive knowledge of system or graphics functions and without having to dedicate time towards developing the same engine features time and time again.,,
,,
Developed with cross-platform implementation in mind, it utilizes the latest open source libraries to deliver a similar game experience, independent of operating system. By relying on the Lua scripting language for game-specific programming, it allows even the novice game creator to quickly and efficiently develop an idea into a fully working game.",uitoolkit::sdl,https://love2d.org/,,,https://tracker.debian.org/pkg/love,https://screenshots.debian.net/package/love,,nan
lskat,4:18.04.1-1,main,Lieutnant Skat card game,"Lieutnant Skat card game,,
Lieutenant Skat (from German ""Offiziersskat"") is a fun and engaging card game for two players, where the second player is either live opponent, or a built in artificial intelligence.,,
,,
This package is part of the KDE games module.","implemented-in::c++, role::program, suite::kde, uitoolkit::qt, use::gameplaying, x11::application",http://games.kde.org/,card,graphical,https://tracker.debian.org/pkg/lskat,https://screenshots.debian.net/package/lskat,,nan
ltris,1.0.19-3+b1,main,very polished Tetris clone with CPU opponents,"very polished Tetris clone with CPU opponents,,
LTris is a very polished tetris clone, which offers three types of games. The classic mode, a figures mode, where different figures appear every level, and a multiplayer mode. LTris is highly configurable through its menu system.","role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://lgames.sourceforge.io/LTris/,tetris,graphical,https://tracker.debian.org/pkg/ltris,https://screenshots.debian.net/package/ltris,,nan
lugaru,1.2-4,main,third person ninja rabbit fighting game,"third person ninja rabbit fighting game,,
Lugaru (pronounced Loo-GAH-roo) is a cross-platform third-person action game. The main character, Turner, is an anthropomorphic rebel bunny rabbit with impressive combat skills. In his quest to find those responsible for slaughtering his village, he uncovers a far-reaching conspiracy involving the corrupt leaders of the rabbit republic and the starving wolves from a nearby den. Turner takes it upon himself to fight against their plot and save his fellow rabbits from slavery.,,
,,
Lugaru HD is developed by the OSS Lugaru project and is based on the original Lugaru HD by Wolfire Games.","implemented-in::c++, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://gitlab.com/osslugaru/lugaru,arcade,"graphical, 3d",https://tracker.debian.org/pkg/lugaru,https://screenshots.debian.net/package/lugaru,,nan
luola,1.3.2-12,main,multiplayer cave-flying game,"multiplayer cave-flying game,,
Luola is a 2D arcade game where you fly a small V shaped ship in different kinds of levels.,,
,,
Luola's genre ""Luolalentely"", or cave-flying, has been very popular in Finland.   Although cave-flying games are not originally from Finland, most new cave-flying games are.","role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://github.com/callaa/luola,arcade,graphical,https://tracker.debian.org/pkg/luola,https://screenshots.debian.net/package/luola,,nan
luola-levels,6.0-6,main,level files for luola,"level files for luola,,
Luola is a 2D arcade game where you fly a small V shaped ship in different kinds of levels.,,
,,
Luola's genre ""Luolalentely,"" or cave-flying, has been very popular in Finland.   Although cave-flying games are not originally from Finland, most new cave-flying games are.,,
,,
This package contains the level files for luola.","role::app-data, role::program, use::gameplaying, x11::application",https://github.com/callaa/luola/tree/master/data/levels,arcade,graphical,https://tracker.debian.org/pkg/luola-levels,https://screenshots.debian.net/package/luola-levels,0.0,addon
luola-nostalgy,1.2-4,main,nostalgy level files for luola,"nostalgy level files for luola,,
Luola is a 2D arcade game where you fly a small V shaped ship in different kinds of levels.,,
,,
Luola's genre ""Luolalentely,"" or cave-flying, has been very popular in Finland.   Although cave-flying games are not originally from Finland, most new cave-flying games are.,,
,,
This package contains (unofficial) remakes of the old V-Wing levels.","role::plugin, use::gameplaying, x11::theme",https://github.com/callaa/luola/tree/master/data/levels,arcade,,https://tracker.debian.org/pkg/luola-nostalgy,https://screenshots.debian.net/package/luola-nostalgy,0.0,addon
lure-of-the-temptress,1.1+ds2-3,main,classic 2D point and click fantasy adventure game,"classic 2D point and click fantasy adventure game,,
Lure of the Temptress was Revolution's very first adventure game and work began on it in 1989, even before Revolution's inception as an actual games development company.,,
,,
You are Diermot, an unwilling hero who'd prefer a quiet life, and are, to all intents and purposes, a good man. After decades of unrest the King has united the warring factions in his kingdom and all his lands are at peace, except a remote region around a town called Turnvale. A revolt has recently taken place in Turnvale, a revolt orchestrated by an apprentice sorceress called Selena, the titular temptress. The king calls together his finest horsemen and heads off (with you in tow) to Turnvale just to witness how hellish mercenary monsters called Skorl are invading the town.,,
,,
The king's men are defeated, the king is killed and you fall of your horse and bang your head heavily on the ground. You have been unconscious for a while when you realize that you are in a dingy cell guarded by a not so friendly Skorl. Maybe it would be an idea to try and escape...,,
,,
Note that this package only contains game-data. The game engine is provided by ScummVM.","hardware::input:mouse, role::app-data, use::gameplaying",https://www.scummvm.org,adventure,,https://tracker.debian.org/pkg/lure-of-the-temptress,https://screenshots.debian.net/package/lure-of-the-temptress,,nan
macopix-gtk2,1.7.4-6+b1,main,Mascot Constructive Pilot for X based on GTK+ 2,,,,,,https://tracker.debian.org/pkg/macopix-gtk2,https://screenshots.debian.net/package/macopix-gtk2,2.0,"mascots on the desktop, a japanese thing"
madbomber,0.2.5-8,main,Kaboom! clone,"Kaboom! clone,,
""Mad Bomber"" is a clone of Activision's classic Atari 2600 console game, ""Kaboom!,"" by Larry Kaplan, with spruced-up graphics and sound effects, and music.,,
,,
The Mad Bomber is loose in the city and he's dropping bombs everywhere! It's your job to catch them before they hit the ground and explode. Luckily, you have a set of trusty buckets to extinguish the bombs with.","junior::arcade, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://www.newbreedsoftware.com/madbomber/,arcade,graphical,https://tracker.debian.org/pkg/madbomber,https://screenshots.debian.net/package/madbomber,,nan
